#Powered_by_ParaTranz
REMOVE_enlightenment_thought_desc;Enlightenment Thought
ideological_thought;Ideological Thought
ideological_thought_desc;Ideological Thought
authoritarianism;Authoritarianism
authoritarianism_desc;Authoritarianism holds that authority is the highest value that brings balance and stability. And the question of "who should exercise authority" often needs to be combined with traditionalism to provide a theoretical foundation.
hierarchical_order;Hierarchical Order
hierarchical_order_desc;Hierarchical order is a pyramid-shaped system where the lower level depends on the upper level, and the upper level depends on a higher level.
traditionalism;Traditionalism
traditionalism_desc;Traditionalism holds that all knowledge will be passed on by the common sense of the people, and this knowledge forms the foundation of society. Traditionalism fiercely opposes rationalism, believing it to be inefficient and harmful to social transformation.
political_religion;Political Religion
political_religion_desc;Political religion refers to the principle of the unity of church and state. Knowledge is believed to be granted by God, and religion cannot be questioned.
paternalism;Paternalism
paternalism_desc;Paternalism holds that the government should manage the lower levels like a father, deciding what is best for them.
constitutionalism;Constitutionalism
constitutionalism_desc;Constitutionalism refers to a political system structured by a constitution. It holds that all government actions must be consistent with constitutional principles.
individualism;Individualism
individualism_desc;Individualism holds that individual self-reliance and independence are the most important, and in principle opposes government intervention in commercial affairs.
rationalism;Rationalism
rationalism_desc;Rationalism is a theological doctrine that holds that human reason, not God, is the path to religious truth. This principle holds that knowledge comes from speculation rather than experience.
secularization;Secularization
secularization_desc;Secularization liberates art and education from religious influence. This principle approves the conversion of church property to civilian property.
social_conscience;Social Conscience
social_conscience_desc;Social conscience is an ideal derived from the logical deduction of moral principles of society and individuals.
egalitarianism;Egalitarianism
egalitarianism_desc;Egalitarianism refers to the doctrine of achieving equality for humans in all aspects of politics, economy, and society.
collectivism;Collectivism
collectivism_desc;Collectivism is a political theory that holds that the people should control all means of production.
determinism;Determinism
determinism_desc;Determinism is the philosophical doctrine that all events occur necessarily. According to this doctrine, free will does not exist.
atheism;Atheism
atheism_desc;Atheism holds that there is no God. People who believe in atheism often seek different ways to fill the void of a "higher being."
social_justice;Social Justice
social_justice_desc;Social justice mainly refers to avoiding human rights violations and ensuring compliance with national laws.
state_n_government;State and Government
state_n_government_desc;State and Government
populism_vs._establishment;Populism vs. Establishment
populism_vs._establishment_desc;Politicians who want to seize power usually seek the support of the elite. This is the easiest path up the power ladder. However, a small number of politicians from the bourgeoisie chose to seek the support of the general public outside the political circle.
clericalism_vs._anticlericalism;Clericalism vs. Anticlericalism
clericalism_vs._anticlericalism_desc;For centuries, the elite used alliances with the church to consolidate social order. A series of concepts inherited from the French Revolution and the Industrial Revolution made both liberals and socialists realize that government and society should draw a clear line from religious beliefs.
bureaucracy_vs._nepotism;Bureaucracy vs. Nepotism
bureaucracy_vs._nepotism_desc;The goal of bureaucratic institutions is to gradually liberate themselves from political forces and seek the highest administrative efficiency. They began to formulate their own management rules and hire their own employees. In other countries, public office positions come from supporters, and those in power use political patronage to make administrative institutions obedient.
meritocracy_vs._aristocracy;Meritocracy vs. Aristocracy
meritocracy_vs._aristocracy_desc;Birth and lineage are always an unbearable limitation for the bourgeoisie. For them, talent and merit are the criteria for promotion. However, the privileges of the old aristocracy kept ordinary people in the lower class, because only aristocratic birth and tradition were the sole criteria for determining social status.
nationalism_n_imperialism;Nationalism and Imperialism
nationalism_n_imperialism_desc;Nationalism and Imperialism
national_fraternity;National Fraternity
national_fraternity_desc;National cohesion does not always come from shedding blood with other countries, but also from a belief that all within the national borders are brothers. Similar past and cultural similarities make people of different cultures still willing to live under the same roof, even to jointly resist external threats.
biased_multiculturalism;Biased Multiculturalism
biased_multiculturalism_desc;Multiculturalism refers to the equal coexistence of different cultures under the same political system. However, some cultures will be treated more equally. Members of certain cultures will be welcomed with open arms, while others are considered "unpopular," deported, or even "welcome to leave."
manifest_destiny;Manifest Destiny
expansionism;Expansionism
expansionism_desc;Expansionist nations will seek to expand their territory, influence, and power by any means, including military. Due to its threat to peace and stability, neighboring countries rarely allow expansionist nations to expand freely without warning.
mission_to_civilize;Mission to Civilize
mission_to_civilize_desc;This ideology holds that uncivilized nations need to be civilized, and the local people, like children, need to be educated with fair and strict means. This ideology provided an excuse for the colonial and occupation activities of the great powers.
separatism;Separatism
separatism_desc;The concept of national sovereignty, and the view that a nation's people are a group composed of blood and language, developed in this century, and national groups began to fight for independence.
national_trauma;National Trauma
national_trauma_desc;A nation with high self-esteem will trigger national trauma after losing a war. It refers to a social psychology of reflecting on why the war was lost and who should be held responsible. This is the hotbed of revanchism.
revanchism;Revanchism
revolution_n_counterrevolution;Revolution and Counterrevolution
revolution_n_counterrevolution_desc;Revolution and Counterrevolution
dogma_of_violence;Dogma of Violence
dogma_of_violence_desc;After the development of radicalism to a certain stage, the dogma of violence emerged. The dogma of violence holds that only violent means can overthrow the old society and establish a new one.
dogma_of_mass_action;Dogma of Mass Action
dogma_of_mass_action_desc;After the development of radicalism to a certain extent, this dogma emerged, holding that large-scale actions, such as strikes and rallies, can make workers understand how to fight for their rights and interests.
terrorism;Terrorism
terrorism_desc;Random application of violence makes the public realize the evil nature of police governments and their blind justice that harms innocent people instead.
general_strikes;General Strikes
general_strikes_desc;Using the actual action of general strikes or verbal threats to achieve political goals.
secret_police;Secret Police
secret_police_desc;Secret police use unconventional means against political groups. For the general public, this institution can be fair and just, or evil and oppressive.
womens_suffrage_movement;Women's Suffrage Movement
womens_suffrage_movement_desc;This is a protest movement for women's right to vote and to escape discrimination. They used protests, marches, and other means, ultimately overcoming violence threats and winning victory.
rhetoric_of_hate;Rhetoric of Hate
rhetoric_of_hate_desc;This is a type of public speaking aimed at arousing hatred and suppressing others with violence. Most governments prohibit such activities.
nostalgic_romanticism;Nostalgic Romanticism
nostalgic_romanticism_desc;This is a cultural trend that worships the glory of the past. Since equality and pluralism are concepts of the future, nostalgic romanticism quickly became a reactionary trend, longing for absolute monarchy and religious authority.
anti_egalitarianism;Anti-Egalitarianism
anti_egalitarianism_desc;This view approves of "natural equality" and holds that people's birth is never unequal. Fairness is based on kinship, so government attempts to forcibly increase "equality" are either aimed at legal loopholes or are wrong.
vangaurd_party;Vanguard Party
vangaurd_party_desc;With the vigorous development of the socialist movement in some industrialized countries, the idea of workers seizing power by armed force in less developed countries was considered impractical. Russian socialist Lenin proposed the concept of the vanguard party in 1902, referring to a small group of revolutionary activists who have the ability to carry out revolution in the name of the masses when the general public lacks the ability and desire. After the revolution succeeded and took control of the state, they would lead the country to carry out socialist reforms and build a socialist utopia. In the early 1920s, the concept of the ideological vanguard party was most influential in Leninist left-wing movements, but it also influenced right-wing extreme nationalist movements, ultimately forming a practical ideological system: fascism.
mass_politics;Mass Politics
mass_politics_desc;Mass Politics
the_doctrine_of_fascism;The Doctrine of Fascism
the_doctrine_of_fascism_desc;Revolutionary communism, as a political ideology that could replace the capitalist system, spread at the beginning of the 20th century, forcing right-wing parties to develop their own new theories. They wanted a new system that would have neither the inherent weaknesses of capitalism nor disturb the vested interests of the middle and wealthy classes. In the early 1920s, the product of the new theory was born, that is, fascism. Although not as strictly ideologically derived as communism, fascism essentially required the transformation of government to achieve national interests, so that people recognized as nationals, regardless of socio-economic status, could enjoy the benefits of modern industrial society. The method to achieve this goal was to suppress individuals under the leadership of a single party to serve national interests. This party would govern on behalf of national interests, competing with other nations for power and influence on the world stage. This theory, which could replace capitalism and communism, was elaborated in detail in a book published by Italian Gentile around 1930, and soon became one of the most influential theories at the beginning of the 20th century.
paramilitary_groups;Paramilitary Groups
paramilitary_groups_desc;The huge demand for human resources in industrial-era wars led to a large number of veterans being demobilized in peacetime. Many of them were unable to return to civilian life. With the development of revolutionary movements on the left (especially the right), more and more parties began to use veterans to interfere with and challenge political opponents. During periods of political, economic difficulty, and social unrest, the growth of this force made it harder for many countries to maintain law and order. When revolution began to threaten social stability, those who believed that capitalist democratic governments were weak began to summon and use this force.
the_police_state;The Police State
the_police_state_desc;Why does the police only appear when you don't need them?
psychology;Psychology
psychology_desc;This field summarizes the development of human psychology. It not only changed humanity's view of itself, but also systematically established theories about mass behavior.
introspectionism;Introspectionism
introspectionism_desc;Introspectionism
associationism;Associationism
associationism_desc;Associationism
phenomenalism;Phenomenalism
phenomenalism_desc;Phenomenalism
experimental_psychology;Experimental Psychology
experimental_psychology_desc;Experimental Psychology
psychoanalysis;Psychoanalysis
psychoanalysis_desc;Psychoanalysis
behaviorism;Behaviorism
behaviorism_desc;Behaviorism
mass_advertising;Mass Advertising
mass_advertising_desc;The rapidly developing literacy rate and communication technology in industrial societies gave people new means to promote the rapidly growing goods due to increased efficiency of the industrial system. With further mastery of human weaknesses, advertisers also learned valuable lessons from the government's propaganda methods to arouse public support during the war. Advertisers began to use a large number of direct and simple advertising methods to promote and increase the attractiveness of products. The demand for branded products became a symbol of mass culture in the 20th century, ultimately affecting all aspects of people's lives, including politics.
national_radio_networks;National Radio Networks
national_radio_networks_desc;With the popularity of radio in the 20th century and the development of radios, the stability and clarity of radio signal transmission improved. In the 1920s, with the emergence of radio channels, a new generation of media intermediaries was born. Recognizing the potential power of new media, nations began to regulate radio channel frequencies, some even established state monopolies, while others allowed commercial broadcasting. In the 1930s, radios became the most sought-after commodity. Besides entertainment, politicians also began to use it to control and change social opinion.
the_talkies;The Talkies
the_talkies_desc;The development of cinema at the end of the 19th century and the beginning of the 20th century produced a new mass cultural activity, which eventually became a symbol of this era. The influence of cinema was further enhanced in the 1920s when synchronized sound devices appeared. The 1927 American film "The Jazz Singer" was the first talking picture. In the following five years, silent films became historical relics, and this new and powerful media began to enter mass life, forever changing mass culture, politics, and even international relations.
tech_power;Power Technology
tech_power_desc;This field includes the development of power and engines. Note that each project is a prerequisite for other technologies at the same level within the Industrial Technology column.
water_wheel_power;Water Wheel Power
water_wheel_power_desc;Water Wheel Power
practical_steam_engine;Practical Steam Engine
practical_steam_engine_desc;Practical Steam Engine
high_n_low_pressure_steam_engines;High and Low Pressure Steam Engines
high_n_low_pressure_steam_engines_desc;High and Low Pressure Steam Engines
steam_turbine;Steam Turbine
steam_turbine_desc;Steam Turbine
combustion_engine;Combustion Engine
combustion_engine_desc;Combustion Engine
daimlers_automobile;Daimler's Automobile
daimlers_automobile_desc;This was the first commercial automobile. Even among the wealthy, most could only afford this reliable but slow model more than a decade after its introduction.
wright_n_langleys_aeroplanes;Wright and Langley's Aeroplanes
wright_n_langleys_aeroplanes_desc;This was the first durable airplane, extremely expensive. Commercial models appeared ten years after the prototype, and only the extremely wealthy could afford it.
electrical_power_generation;Electrical Power Generation
electrical_power_generation_desc;Electrical Power Generation
direct_current;Direct Current
direct_current_desc;The most common way to transmit power is direct current, where electrons flow in one direction. Batteries that produce direct current are most suitable for low-voltage appliances. High-voltage direct current is used for transmitting power to distant places, especially when using underwater transmission cables. Edison favored the use of direct current, but lost the standard battle to Tesla's alternating current.
alternating_current;Alternating Current
alternating_current_desc;In alternating current, electrons flow in both directions in a wave-like manner. After fierce competition with direct current, alternating current established its dominant position in the field of household and industrial appliances. The electric chair was one of the first appliances to use alternating current, which did not help the argument that alternating current is safer than direct current.
polyphase_system;Polyphase System
polyphase_system_desc;The polyphase system is a method for efficiently transmitting alternating current. Two or more phases operate simultaneously (initially two in industrial applications, later three became standard). The polyphase system invented by Tesla marked the complete defeat of Edison and his direct current.
mechanization;Mechanization
mechanization_desc;This field includes the development of factory mechanization, related to machinery, tools, and processes.
publishing_industry;Publishing Industry
publishing_industry_desc;Publishing Industry
mechanical_production;Mechanical Production
mechanical_production_desc;Mechanical Production
sharp_n_roberts_power_loom;Sharp & Roberts' Power Loom
sharp_n_roberts_power_loom_desc;This was one of the first mechanical looms, with a revolutionary impact on production. Since then, the textile industry was no longer considered a handicraft.
jacquard_power_loom;Jacquard Power Loom
jacquard_power_loom_desc;This is a mechanized power loom that greatly improves product quality.
northrop_power_loom;Northrop Automatic Loom
northrop_power_loom_desc;This is a mechanized power loom that greatly improves product quality and is flexible, capable of producing several different fabrics.
mechanical_saw;Mechanical Saw
mechanical_saw_desc;This is a power-driven saw that greatly increases the speed of logging.
mechanical_precision_saw;Mechanical Precision Saw
mechanical_precision_saw_desc;After felling logs, this saw is a powerful tool for speeding up the manufacture of planks.
hussey_n_mccormicks_reaping_machine;Hussey & McCormick's Reaping Machine
hussey_n_mccormicks_reaping_machine_desc;This was the first step in agricultural mechanization, which ultimately greatly improved agricultural product yields.
pitts_threshing_machine;Pitt's Threshing Machine
pitts_threshing_machine_desc;This agricultural tool made agriculture less dependent on human labor and increased agricultural yields.
mechanized_slaughtering_block;Mechanized Slaughtering
mechanized_slaughtering_block_desc;The mechanization of slaughterhouses improved both efficiency and yield.
interchangeable_parts;Interchangeable Parts
interchangeable_parts_desc;Interchangeable Parts
precision_work;Precision Work
precision_work_desc;Precision machining refers to using new methods to produce very small parts. These parts are used in precision mechanical devices.
machine_tools;Machine Tools
machine_tools_desc;Through standardized production, the use of some special machinery can greatly improve the entire industrial machine tool industry.
whitney_n_colts_standardized_small_arms;Whitney & Colt's Standardized Small Arms
whitney_n_colts_standardized_small_arms_desc;By designing special machine tools, the production and repair of standardized small arms became cheap and simple.
food_packing_system;Food Packing System
food_packing_system_desc;By introducing new methods to package food, the scale of food trade reached new heights, allowing more people to live in the already overcrowded industrial cities.
integral_distillery_process;Integral Distillery Process
integral_distillery_process_desc;With major improvements in fermentation technology and the introduction of industrial heating systems, more advanced mechanized fermentation and distillation methods have changed the traditional brewing process. Professional breweries and wineries have gradually replaced the previous home-based workshops, forming a new industrial field.
jiggs;Jigs
jiggs_desc;The introduction of jigs greatly improved the production efficiency of all machines, and correspondingly improved the production efficiency of most industrial products.
semi_automatization;Semi-Automation
semi_automatization_desc;Semi-Automation
electric_machinery;Electrification
electric_machinery_desc;Electrification enables machines to do more complex work. This also means lower labor density in production.
oil_pumping_machinery;Oil Pumping Machinery
oil_pumping_machinery_desc;Through the use of newly invented advanced pump systems, deep-buried black gold can be easily pumped to the surface.
drying_techniques;Drying Techniques
drying_techniques_desc;Advances in drying techniques have increased the shelf life of food tenfold, making food trade more convenient and simple.
assembly_line;Assembly Line
assembly_line_desc;Assembly Line
fordism;Fordism
fordism_desc;Fordism is a technique suitable for large-scale production. This system initiated the assembly line operation. It connected workers processing various parts through assembly lines, triggering a revolution in industrial production methods.
massproduced_rail;Mass-Produced Rail
massproduced_rail_desc;Through the combination of Fordism and the smelting industry, mass production of rails was realized, making railway construction cheaper.
industrialized_armament_industry;Industrialized Armament Industry
industrialized_armament_industry_desc;Soon, the armaments industry was also forced to join this international competition, and the substantial increase in efficiency increased total armament sales.
refrigerator_technology;Refrigerator Technology
refrigerator_technology_desc;Refrigerator technology has revolutionized almost the entire food industry. However, this technology has limited improvements to the brewing industry.
shift_work;Shift Work
shift_work_desc;Shift Work
metallurgy;Metallurgy
metallurgy_desc;This involves the development and improvement of multiple technologies in the metallurgical process. Advances in cleaning, baking, grinding, smelting, and other processes minimize losses in the metallurgical process as much as possible.
mechanized_mining;Mechanized Mining
mechanized_mining_desc;Mechanized Mining
ammunition_production;Ammunition Production
REMOVE_ammunition_production_desc;TODO
small_arms_production;Small Arms Production
REMOVE_small_arms_production_desc;TODO
explosives_production;Explosives Production
REMOVE_explosives_production_desc;TODO
artillery_production;Artillery Production
REMOVE_artillery_production_desc;TODO
clean_coal;Clean Coal
clean_coal_desc;Clean Coal
pit_coal;Pit Coal
pit_coal_desc;Pit coal is much more valuable than lignite, and through a series of technical improvements, the mining of pit coal has become simpler.
coke;Coke
coke_desc;Coke is made from coal through a special process. Coal processed in this way can provide higher power and effectively improve the smelting efficiency of iron and steel and other metals.
cheap_iron;Cheap Iron
cheap_iron_desc;Cheap Iron
advanced_ore_roasting_processes;Advanced Ore Roasting Processes
advanced_ore_roasting_processes_desc;This process helps improve the precision of ore raw materials. Using this process makes the final metal product have higher quality, suitable for large-scale production while also reducing costs.
advanced_ore_grinding_processes;Advanced Ore Grinding Processes
advanced_ore_grinding_processes_desc;This process helps improve the precision of ore raw materials. Using this process makes the final metal product have higher quality, suitable for large-scale production while also reducing costs.
advanced_ore_smelting_processes;Advanced Ore Smelting Processes
advanced_ore_smelting_processes_desc;This process helps improve the precision of ore raw materials. Using this process makes the final metal product have higher quality, suitable for large-scale production while also reducing costs.
bessemer_steel;Bessemer Steel
bessemer_steel_desc;This technology is not the only way to smelt steel; it can only be used for smelting steel from iron, not directly from ore.
cheap_steel;Cheap Steel
cheap_steel_desc;Cheap Steel
martin_steel;Martin Steel
martin_steel_desc;This technology is not the only way to smelt steel; it can only be used for smelting steel from iron, not directly from ore.
thomas_steel;Thomas Steel
thomas_steel_desc;This technology is not the only way to smelt steel; it can only be used for smelting steel from iron, not directly from ore.
advanced_metallurgy;Advanced Metallurgy
advanced_metallurgy_desc;Advanced Metallurgy
electric_rolling_techniques;Electric Rolling Techniques
electric_rolling_techniques_desc;This new technology can directly roll steel into steel plates, saving a lot of labor and time compared to using blacksmiths.
steel_alloys;Steel Alloys
steel_alloys_desc;This refers to steel alloys obtained by adding small amounts of other metals during the steel smelting process. By adding different types and amounts of other metals, various types of steel alloys for different purposes can be obtained.
electric_furnace;Electric Furnace
electric_furnace_desc;Electric Furnace
stainless_steel;Stainless Steel
stainless_steel_desc;A new type of chromium-containing steel alloy discovered through the use of electric furnaces. This processing method allows a corrosion-resistant chromium oxide protective layer to form on the steel surface. Using this steel is more reliable than using paint to prevent rust, so stainless steel quickly became popular in the production of most tools, equipment, and weapons.
tech_infrastructure;Infrastructure
tech_infrastructure_desc;This technology involves the development of roads and railways from the 19th century to the 1920s.
experimental_railroad;Experimental Railroad
experimental_railroad_desc;Experimental Railroad
early_railroad;Early Railroad
early_railroad_desc;Early Railroad
iron_railroad;Iron Railroad
iron_railroad_desc;Iron Railroad
steel_railroad;Steel Railroad
steel_railroad_desc;Steel Railroad
integral_rail_system;Integral Rail System
integral_rail_system_desc;Integral Rail System
limited_access_roads;Limited Access Roads
limited_access_roads_desc;Limited Access Roads
chemistry_and_electricity;Chemistry and Electricity
chemistry_and_electricity_desc;This involves the development of chemistry and electricity and related industries.
basic_chemistry;Basic Chemistry
basic_chemistry_desc;Basic Chemistry
medicine;Medicine
medicine_desc;Medicine
combat_medicine;Combat Medicine
combat_medicine_desc;Whether for the army or navy, their logistics medical systems require large amounts of medicine. In addition to treating various diseases, large amounts of medicine are also needed to treat wounded soldiers.
aerial_bacteria_and_antiseptic_principle;Bacteria and Antiseptic Principle
aerial_bacteria_and_antiseptic_principle_desc;The discovery of bacteria in the air and the invention of fungicides have completely changed the way humans live. Wounds no longer mean infection or even death, and infectious diseases have become treatable and curable.
vaccination;Vaccination
vaccination_desc;This solution, derived from the different antibodies between animals and humans, makes diseases preventable.
chemotherapy;Chemotherapy
chemotherapy_desc;Chemotherapy helps people treat diseases through various natural or synthetic substances that affect the metabolism of diseased parts.
genetics:_heredity;Genetics: Heredity
genetics:_heredity_desc;Genetics is an important step in humanity's understanding of life systems. Mendel (1822-1884) hypothesized that some traits of organisms are preserved in certain organic matter and can be transferred during reproduction. He conducted pea experiments and wrote them into a paper.
clinical_thermometers_and_binaural_stethoscopes;Clinical Thermometers and Binaural Stethoscopes
clinical_thermometers_and_binaural_stethoscopes_desc;These new medical devices simplified doctors' work and greatly improved their efficiency.
prophylaxis_against_malaria;Prophylaxis Against Malaria
prophylaxis_against_malaria_desc;This drug can prevent and treat malaria caused by malaria mosquitoes common in tropical regions.
pressure_chambers_for_thorax_surgery;Pressure Chambers for Thorax Surgery
pressure_chambers_for_thorax_surgery_desc;A major challenge in thoracic surgery is how to maintain oxygen concentration in the blood. The emergence of pressure chambers greatly reduces this risk.
inorganic_chemistry;Inorganic Chemistry
inorganic_chemistry_desc;Inorganic Chemistry
artificial_fertilizers;Artificial Fertilizers
artificial_fertilizers_desc;This is a fertilizer that can be produced directly in the laboratory without relying on animal or plant by-products.
nitroglycerin;Nitroglycerin
nitroglycerin_desc;This technology can be used to produce a reliable nitrate explosive. This means that explosives can be produced directly using cheap chemical fertilizers.
chemical_wood_pulp_process;Chemical Wood Pulp Process
chemical_wood_pulp_process_desc;Wood is composed of lignocellulose. To convert it into pulp, fibers must be separated through some mechanical or chemical process. This technology alleviated the growing demand for paper in the 19th century printing industry.
rubber_vulcanization;Rubber Vulcanization
rubber_vulcanization_desc;This technology allows the rubber industry to produce rubber directly without relying on natural rubber. This strategically significant technology has resulted in a massive increase in rubber production.
catalytic_fermentative_process;Catalytic Fermentative Process
catalytic_fermentative_process_desc;This marks the emergence of a new scientific field - applied biology. Combined fermentation process (enzymatic hydrolysis) and thermodynamic process (hydrogenation). This directly led to the emergence of margarine, greatly alleviating people's demand for unsaturated fatty acids.
organic_chemistry;Organic Chemistry
organic_chemistry_desc;Organic Chemistry
synthetic_dye;Synthetic Dye
synthetic_dye_desc;The birth of this technology means that various types of dyes can be directly artificially synthesized through chemical means. It completely changed the fabric dyeing problem and ended the expensive natural dye production model.
gaslights;Gaslights
gaslights_desc;The emergence of gaslights means people can build large factories regardless of lighting restrictions. It also means human life is no longer limited to sunrise and sunset.
carbon_soil_enrichment;Carbon Soil Enrichment
carbon_soil_enrichment_desc;By increasing the carbon content in soil, higher yields and shorter growth cycles can be achieved.
cracking;Cracking
cracking_desc;The cracking process can separate petroleum into products of different levels and uses. For example, gasoline is an excellent fuel for internal combustion engines.
electricity;Electricity
electricity_desc;Electricity
x_rays;X-Rays
x_rays_desc;X-Rays can clearly see the state of bones in the body without damaging it, allowing patients to recover better.
edison_light_bulb;Edison Light Bulb
edison_light_bulb_desc;The invention of the light bulb means people can build large factories regardless of lighting restrictions. It also means human life is no longer limited to sunrise and sunset.
bell_n_greys_telephones;Bell and Gray's Telephones
bell_n_greys_telephones_desc;The invention of the telephone gave people an inexpensive means to communicate with relatives and friends without leaving home. It also completely changed the way businesses and government organizations communicate.
electrical_lighting;Electrical Lighting
electrical_lighting_desc;Its emergence means people can build large factories regardless of lighting restrictions. It also means human life is no longer limited to sunrise and sunset.
tractors;Tractors
tractors_desc;With cars and roads already becoming popular, engineers tried to find a way to bring them into rural fields to replace horses. Although early steam agricultural machinery experiments failed, the emergence of the internal combustion engine created this agricultural revolution. Pioneers J.I. Case, H. Ford, and J. Deere would be very happy to see the machine they named the tractor truly enter thousands of households a century later.
synthetic_polymers;Synthetic Polymers
synthetic_polymers_desc;Synthetic Polymers
rayon;Rayon
rayon_desc;Rayon is made from wood pulp as the main raw material, produced through liquefaction, cooling, and various other processes. Its feel is like silk. In the 1920s, when international trade was disrupted by war, rayon quickly became popular and became an important product for both military and civilian use.
bakelite;Bakelite
bakelite_desc;As the world's first plastic, bakelite invented by Belgian chemist Baekeland quickly became an important industrial raw material and entered people's lives due to its durability and fire resistance. It still dominated the plastic products market until the 1950s.
employ_from_tech;From Tech:
RGO_INPUT_TECH;RGO Input Rate Tech
RGO_OUTPUT_TECH;RGO Output Rate Tech
RGO_THROUGHPUT_TECH;RGO Throughput Tech
RGO_NONE_EFFECT_TECH;
FACTORY_INPUT_TECH;Factory Input Rate Tech
FACTORY_OUTPUT_TECH;Factory Output Rate Tech
FACTORY_THROUGHPUT_TECH;Factory Throughput Tech
FACTORY_NONE_EFFECT_TECH;
ARTISAN_INPUT_TECH;Artisan Input Rate Tech
ARTISAN_OUTPUT_TECH;Artisan Output Rate Tech
ARTISAN_THROUGHPUT_TECH;Artisan Throughput Tech
ARTISAN_NONE_EFFECT_TECH;
NONE_TYPE_INPUT_TECH;
NONE_TYPE_OUTPUT_TECH;
NONE_TYPE_THROUGHPUT_TECH;
NONE_TYPE_NONE_EFFECT_TECH;
TECH_MINE_OUTPUT;Mine Output
TECH_FARM_OUTPUT;Farm Output
TECH_OUTPUT;Product Output
TECH_INPUT;Product Input
TECH_THROUGHPUT;Product Throughput
CHANGES_UNIT_APPEARANCE_TECH;Change Unit Appearance
PRESTIGE_MODIFIER_TECH;Gain Prestige
PERMANENT_PRESTIGE_TECH;Permanent Prestige
COLONIAL_PRESTIGE_MODIFIER_TECH;Colonial Prestige
SHARED_PRESTIGE_TECH;Shared Prestige (Current)
TECH_POP_GROWTH;Population Growth
TECH_REBEL_ORG_GAIN;Rebel Organisation Gain
DIPLOMATIC_POINTS_TECH;Diplomatic Points
TECH_PLURALITY;Plurality
TECH_FACTORY;Factory Cost
TECH_MAX_LEVEL;Max Level
TECH_DIPLOMATIC_INFLUENCE;Gain Diplomatic Points
TECH_GP_INFLUENCE;Diplomatic Influence
RGO_SIZE;RGO Size
TECH_ONCE_SETUP;When Major Tech Research is Complete
TECH_ONCE_HEADER;Major Tech Research Complete
TECH_ONCE_1;$TYPE$
TECH_ONCE_2;$TITLE$, we have completed research on $TYPE$, which will bring us the following benefits
TECH_ONCE_3;$EFFECT$
TECH_ONCE_4;*
TECH_ONCE_5;*
TECH_ONCE_6;*
TECH_ONCE_LOG;Research on $TYPE$ complete
TECH_ONCE_BTN1;OK
TECH_ONCE_BTN2;OK
TECH_ONCE_BTN3;Details
TECH_ONCE_MAP;*
TECH_REPEAT_SETUP;Technology Capability Increase
TECH_REPEAT_HEADER;Technology Progress
TECH_REPEAT_1;$TYPE$ Improvement!
TECH_REPEAT_2;$TITLE$, we have improved $TYPE$ to Level $LEVEL$, bringing us the following benefits
TECH_REPEAT_3;$EFFECT$
TECH_REPEAT_4;*
TECH_REPEAT_5;*
TECH_REPEAT_6;*
TECH_REPEAT_LOG;$TYPE$ increased to Level $LEVEL$
TECH_REPEAT_BTN1;OK
TECH_REPEAT_BTN2;OK
TECH_REPEAT_BTN3;Details
TECH_REPEAT_MAP;*
TECHNOLOGY;Technology
POPULATION;Population
TRADE;Trade
TB_PRODUCTION_PRODUCED;Most Produced:
TB_PRODUCTION_LOSING_MONEY;Losing Money
TB_PRODUCTION_SHOULD_EXPAND;Factory at Full Capacity
TB_PRODUCTION_IS_SUBSIDIZING;Factory Subsidies
TB_PRODUCTION_CAN_OPEN;Factories That Can Open
TB_PRODUCTION_MOST_PROFITABLE;Most Profitable Factories:
TB_BUDGET_INCOME;Income: $PARAM$
TB_BUDGET_EXPENSE;Expense: $PARAM$
TB_BUDGET_DAILY_BALANCE;Daily Balance: $PARAM$
TB_BUDGET_FUNDS;?Y$FUNDS$?W($INCOME$)
TB_TECH_CURRENT;$PARAM$
TB_TECH_NO_CURRENT;?RNo Research Project Set?W
TB_TECH_LITERACY;Literacy Rate:
TB_POLITICS_CAN_DO_REFORM;$PARAM$ Available Reforms
TB_POLITICS_CAN_DO_DECISION;$PARAM$ Available Decisions
TB_POPULATION_TOTAL;Population:
TB_POPULATION_AVG_MIL;Average Militancy:
TB_POPULATION_AVG_CON;Average Consciousness:
TB_TRADE_IMPORT;Most Imported:
TB_TRADE_EXPORT;Most Exported:
TB_TRADE_NEEDS;Demand: $PARAM$
TB_TRADE_TOP_SOLD;Most Sold: $PARAM$
TB_TRADE_TOP_BOUGHT;Most Bought: $PARAM$
TB_DIPLOMACY_ALLIES;Allies: ?Y$PARAM$?W
TB_DIPLOMACY_ENEMIES;War: ?Y$PARAM$?W
TB_DIPLOMACY_PRESTIGE;Prestige:
TB_DIPLOMACY_DIPLOPOINTS;Diplomatic Points:
TB_MILITARY_ARMY;Army:
TB_MILITARY_NAVY;Navy:
TB_MILITARY_MANPOWER;Manpower:
TB_MILITARY_LEADERSHIP;Leadership:
TB_NATIONALFOCUS_NONE;No provinces currently have a national focus
TB_MAX_FOCUS;Technology limits you to a maximum of ?Y$FOCUS$?W national focuses
NAT_IN;In
UNITY_IS_ATLEAST_TRIGGER;Unity is at least ?Y$VALUE$?W\n
AMOUNT_OF_DIVISIONS_IS_ATLEAST_TRIGGER;?Y$COUNTRY$?W has at least ?Y$VALUE$?W divisions\n
IDEOLOGY_IS_EQUAL_TO_TRIGGER;Ruling party is ?Y$NAME$?W\n
MINISTER_ALIVE_TRIGGER;Served by ?Y$NAME$?W?W
